,Title,Smiles
241,L489-1900,Cc(c(NC1=C2CN(CC(Nc3cccc(SC)c3)=O)CC1)c1C2=O)ccc1F
242,Y020-3919,COc(cc1)cc2c1[nH]c(C1)c2CCN1C(CC(N1c(cccc2)c2F)=O)C1=O
243,S039-3196,O=C1NC(N2CCOCC2)=NC2=C1CCN(Cc(ccc(F)c1)c1Cl)CC2
244,S896-0140,COc(cc1)ccc1-c1nc(CCOCC2)c2c(N2CCCCCC2)n1
245,SB25-0085,CC(N1)=NC(CCC(CC2)C(NCCCN(CCC3)c4c3cccc4)=O)=C2C1=O
246,IB06-0074,CC(c(cc1)ccc1NC(c(sc1nc(N2CCOCC2)c(CN(C)CC2)c2c11)c1N)=O)=O
247,Y020-9705,CN(C(CC1N(CC2)Cc3c2c(cc(cc2)OC)c2[nH]3)=O)C1=O
248,L489-1899,Cc(ccc(F)c12)c2NC(CCN(CC(Nc2cc(OC)cc(OC)c2)=O)C2)=C2C1=O
249,S039-3657,CN(CC1)CCN1C(N1)=NC(CCN(Cc(cccc2)c2F)CC2)=C2C1=O
250,L489-1792,COc(ccc(Cl)c12)c2NC(CCN(CC(Nc(cc2)cc(F)c2F)=O)C2)=C2C1=O
251,8610-0655,O=S(CCN(Cc(c(F)ccc1)c1F)c1c(nc2N3CCCC3)F)(c1c2F)=O
252,F228-0942,Cc1c(C)oc2c1c(N(CCC1)CC1C(Nc(cc(cc1)F)c1F)=O)nc(C)n2
253,S039-3651,CN(CC1)CCN1C(N1)=NC(CCN(Cc(ccc(OC)c2)c2OC)CC2)=C2C1=O
254,L489-1907,Cc(ccc(F)c12)c2NC(CCN(CC(Nc2cc(F)ccc2)=O)C2)=C2C1=O
255,L489-1897,Cc(c(NC1=C2CN(CC(Nc(cc3)cc(Cl)c3F)=O)CC1)c1C2=O)ccc1F
256,IB07-8274,CC(Nc(cc1)ccc1N(C(CC1N(CC2)Cc3c2[nH]c(cc2)c3cc2OC(F)(F)F)=O)C1=O)=O
257,S296-2536,O=C([C@H]1[C@@H]2CN(Cc(ccc(F)c3)c3F)C1)N(CCN(CC1)Cc3c1cccc3)C2=O
258,Y021-7844,N1(C(C(CC1=O)N1Cc2c(c3c([nH]2)ccc(c3)Cl)CC1)=O)c1ccc(NC(=O)C)cc1
259,IB03-5462,CCCc(nc1N2CCN(CC(Nc3cccc4ccccc34)=O)CC2)c(CCC2)c2c1C#N
260,IB04-1383,COc(cc1)ccc1N(C(CC1N(CC2)Cc(c3ccc4)c2[nH]c3c4F)=O)C1=O
261,SB25-1067,COc(ccc(NC(C(CC1)CCC(N=C(c(cc2)ccc2F)N2)=C1C2=O)=O)c1)c1F
262,L489-1902,Cc1cc(NC(CN(CC2)CC3=C2Nc2c(C)ccc(F)c2C3=O)=O)c(C)cc1
263,Y020-3922,COc(cc1)cc2c1[nH]c(C1)c2CCN1C(CC(N1c(cc2)cc(Cl)c2F)=O)C1=O
264,S039-3136,O=C1NC(N2CCOCC2)=NC2=C1CCN(Cc(cc1)cc(Br)c1F)CC2
265,S896-0132,CN(CC1)CCN1c1nc(-c(cc2)ccc2OC)nc2c1CCOCC2
266,L489-1912,Cc(ccc(F)c12)c2NC(CCN(CC(Nc2cc(F)cc(F)c2)=O)C2)=C2C1=O
267,S896-0159,COc(cc1)ccc1-c1nc(CCOCC2)c2c(N2CCOCC2)n1
268,S039-3696,CN(CC1)CCN1C(N1)=NC(CCN(Cc(ccc(F)c2)c2Cl)CC2)=C2C1=O
269,S039-3104,CCOc(ccc(CN(CC1)CCC(N=C(N2)N3CCOCC3)=C1C2=O)c1)c1OC
270,E140-0959,COc1c(CN(CC2)CC(C(N3)=O)=C2N=C3SCC(Nc(ccc(F)c2)c2F)=O)cccc1
271,L489-1778,COc(ccc(Cl)c12)c2NC(CCN(CC(Nc(ccc(F)c2)c2F)=O)C2)=C2C1=O
272,S039-3175,O=C1NC(N2CCOCC2)=NC2=C1CCN(Cc(cc1F)cc(F)c1F)CC2
273,L489-1909,Cc(c(NC1=C2CN(CC(Nc(cc3)cc(F)c3Cl)=O)CC1)c1C2=O)ccc1F
274,V029-4980F,CCc1nc(C2CC2)nc(N(CC2)CCN2C(NC(C)(C)C)=O)c1Cc(cc1)ccc1F
275,Y020-3931,COc(cccc1)c1N(C(CC1N(CC2)Cc3c2c(cc(cc2)F)c2[nH]3)=O)C1=O
276,S296-2551,O=C([C@H]1[C@@H]2CN(Cc(cc(cc3)Cl)c3F)C1)N(CCN(CC1)Cc3c1cccc3)C2=O
277,S896-0142,CC(C)N(CC1)CCN1c1nc(-c(cc2)ccc2OC)nc2c1CCOCC2
278,8610-0654,O=S(CCN(Cc(c(F)ccc1)c1F)c1c(nc2N3CCCCC3)F)(c1c2F)=O
279,L489-1875,CCc(cc1)ccc1NC(CN(CC1)CC2=C1Nc1c(C)ccc(F)c1C2=O)=O
280,IB07-8271,CC(C)Cc(nc1N2CCN(CC(Nc3cccc4ccccc34)=O)CC2)c(CCC2)c2c1C#N
281,S836-6181,COC[C@@H](CN(Cc(c(F)ccc1)c1F)C1)[C@H]1C(NC1CC1)=O
282,8015-2270,Cc1c(CCNC(C(CCCC2)C2C(OCC(F)(F)F)=O)=O)c(cc(cc2)F)c2[nH]1
283,S836-6179,COC[C@@H](CN(Cc(cc(cc1)F)c1F)C1)[C@H]1C(NC1CC1)=O
284,F228-0952,Cc1c(C)oc2c1c(N(CCC1)CC1C(Nc(ccc(Cl)c1)c1F)=O)nc(C)n2
285,S896-0387,Cc1nc(CCOCC2)c2c(N(CC2)CCC2C(NCc(cccc2)c2Cl)=O)n1
286,S761-0260,CN(CCC1)c2c1ccc(NC([C@@H]1[C@H](COC)N(Cc3ccccc3)CCC1)=O)c2
287,IB03-9721,COc1cccc(N(C(CC2N(CC3)Cc(c4ccc5)c3[nH]c4c5F)=O)C2=O)c1
288,E140-0984,COc1c(CN(CC2)CC(C(N3)=O)=C2N=C3SCC(Nc(cc2)cc(Cl)c2F)=O)cccc1
289,L489-1798,Cc(cc(cc1)NC(CN(CC2)CC(C(c3c(cc4)Cl)=O)=C2Nc3c4OC)=O)c1F
290,E990-0823,CCc1noc2c1c(N(CCC1)CC1C(NCCc(cc1)cc(OC)c1OC)=O)nc(C)n2
291,S039-3676,CN(CC1)CCN1C(N1)=NC(CCN(Cc(cc2)cc(Cl)c2F)CC2)=C2C1=O
292,L489-1905,Cc(ccc(F)c12)c2NC(CCN(CC(Nc(cc(cc2)F)c2F)=O)C2)=C2C1=O
293,L489-1911,Cc(ccc(F)c12)c2NC(CCN(CC(Nc(cc2)ccc2C(OC)=O)=O)C2)=C2C1=O
294,E990-0930,CCc1noc2c1c(N(CCC1)CC1C(NCc(cccc1)c1F)=O)nc(C)n2
295,L489-1898,Cc1cc(NC(CN(CC2)CC3=C2Nc2c(C)ccc(F)c2C3=O)=O)cc(C)c1
296,IB06-4186,CC(C)Cc(nc1N2CCN(CC(Nc(cc3)ccc3OC)=O)CC2)c(CCC2)c2c1C#N
297,F228-0502,Cc1c(C)oc2c1c(N(CCC1)CC1C(Nc(cc1)cc(F)c1F)=O)ncn2
298,Y020-3913,CCOC(c(cc1)ccc1N(C(CC1N(CC2)Cc3c2c(cc(cc2)OC)c2[nH]3)=O)C1=O)=O
299,S039-3191,O=C1NC(N2CCOCC2)=NC2=C1CCN(Cc(cc1)cc(F)c1Cl)CC2
300,SB71-0078,CN(C)C(c1nn(CCN(Cc(ccc(OC)c2)c2OC)C2)c2c1)=O
301,SB71-0055,CN(C)C(c1nn(CCN(C2)S(c3cc(CCC4)c4cc3)(=O)=O)c2c1)=O
302,SB71-0256,COc1cc(OC)c(CN2Cc3cc(C(N4CCOCC4)=O)nn3CC2)cc1
303,SB71-0035,Cc(cc(cc1)S(N2Cc3cc(C(N(C)C)=O)nn3CC2)(=O)=O)c1F
304,SB71-0446,COc1cc(OC)c(CN2Cc3cc(C(N(CC4)Cc5c4cccc5)=O)nn3CC2)cc1
305,SB71-0231,O=C(c1nn(CCN(Cc(cc2)cc(F)c2F)C2)c2c1)N1CCOCC1
306,SB71-0033,CN(C)C(c1nn(CCN(C2)S(c(cc(cc3)F)c3OC)(=O)=O)c2c1)=O
307,SB71-0051,CC(C)c1ccc(CN2Cc3cc(C(N(C)C)=O)nn3CC2)cc1
308,SB71-0087,CN(C)C(c1nn(CCN(Cc(cc2)ccc2Cl)C2)c2c1)=O
309,SB71-0037,CN(C)C(c1nn(CCN(C2)S(c(cc(cc3)OC)c3OC)(=O)=O)c2c1)=O
310,SB71-0052,CN(C)C(c1nn(CCN(Cc2cccs2)C2)c2c1)=O
311,SB71-0062,CN(C)C(c1nn(CCN(C2)S(c(cc3)ccc3OC)(=O)=O)c2c1)=O
312,SB71-0205,O=C(c1nn(CCN(Cc2c[nH]nc2-c(cc2)ccc2F)C2)c2c1)N1CCOCC1
313,SB71-0218,O=C(c1nn(CCN(C2)S(c3cc(CCC4)c4cc3)(=O)=O)c2c1)N1CCOCC1
314,SB71-0072,CN(C)C(c1nn(CCN(C2)C(c3cc(cc(cc4)OC)c4[nH]3)=O)c2c1)=O
315,SB71-0422,COc1cccc(CN2Cc3cc(C(N(CC4)Cc5c4cccc5)=O)nn3CC2)n1
316,SB71-0099,CN(C)C(c1nn(CCN(C2)C(c(cc3)cc(F)c3OC)=O)c2c1)=O
317,SB71-0012,CN(C)C(c1nn(CCN(C2)S(c3cccc4cccnc34)(=O)=O)c2c1)=O
318,SB71-0618,CC(C)NC(c1nn(CCN(Cc2c[nH]c(cc3)c2cc3OC)C2)c2c1)=O
319,SB71-0061,CN(C)C(c1nn(CCN(C2)C3CCCCC3)c2c1)=O
320,SB71-0966,O=C(c1nn(CCN(C2)S(c3cc(CCCC4)c4cc3)(=O)=O)c2c1)N1CCCC1
321,SB71-0486,Cn1ncc(CN2Cc3cc(C(N(CC4)Cc5c4cccc5)=O)nn3CC2)c1
322,SB71-0483,CCn1nc(C)c(CN2Cc3cc(C(N(CC4)Cc5c4cccc5)=O)nn3CC2)c1C
323,SB71-0204,COc1cccc(-c2n[nH]cc2CN2Cc3cc(C(N4CCOCC4)=O)nn3CC2)c1
324,SB71-0461,Cc1noc(C)c1CN1Cc2cc(C(N(CC3)Cc4c3cccc4)=O)nn2CC1
325,SB71-0639,CC(C)NC(c1nn(CCN(Cc2cccc3cccnc23)C2)c2c1)=O
326,SB71-0286,Cc(cc(cc1)S(N2Cc3cc(C(N4CCOCC4)=O)nn3CC2)(=O)=O)c1F
327,SB71-0442,CC(C)CCN1Cc2cc(C(N(CC3)Cc4c3cccc4)=O)nn2CC1
328,SB71-0460,CCn1ncc(CN2Cc3cc(C(N(CC4)Cc5c4cccc5)=O)nn3CC2)c1C
329,SB71-0413,O=C(c1nn(CCN(Cc2cocc2)C2)c2c1)N(CC1)Cc2c1cccc2
330,SB71-0415,Cc1nn(C)c(CN2Cc3cc(C(N(CC4)Cc5c4cccc5)=O)nn3CC2)c1
331,SB71-0414,CC(C)n1ncc(CN2Cc3cc(C(N(CC4)Cc5c4cccc5)=O)nn3CC2)c1
332,SB71-0491,O=C(c1nn(CCN(Cc2ccco2)C2)c2c1)N(CC1)Cc2c1cccc2
333,SB71-0441,Cc1c(CN2Cc3cc(C(N(CC4)Cc5c4cccc5)=O)nn3CC2)scn1
334,SB71-0399,O=C(c1nn(CCN(Cc2cnccc2)C2)c2c1)N(CC1)Cc2c1cccc2
335,SB71-0400,O=C(c1nn(CCN(C2)C3CCOCC3)c2c1)N(CC1)Cc2c1cccc2
336,SB71-0412,O=C(c1nn(CCN(Cc2cccs2)C2)c2c1)N(CC1)Cc2c1cccc2
337,SB71-0215,CC(C)c1ccc(CN2Cc3cc(C(N4CCOCC4)=O)nn3CC2)cc1
338,SB71-0436,COc(ccc(C(N1Cc2cc(C(N(CC3)Cc4c3cccc4)=O)nn2CC1)=O)c1)c1F
339,SB71-0317,COCCNC(c1nn(CCN(Cc2c[nH]c3c2cccc3)C2)c2c1)=O
340,SB71-0031,CN(C)C(c1nn(CCN(C2)C(c(cc3)cc4c3[nH]cc4)=O)c2c1)=O
341,SB71-0438,Cc1c(CN2Cc3cc(C(N(CC4)Cc5c4cccc5)=O)nn3CC2)scc1
342,SB71-0489,Cc1c(CN2Cc3cc(C(N(CC4)Cc5c4cccc5)=O)nn3CC2)cnn1C
343,SB71-0494,O=C(c1nn(CCN(C2)C3CCCCC3)c2c1)N(CC1)Cc2c1cccc2
344,SB71-0024,CN(C)C(c1nn(CCN(C2)C(Cc(cccc3)c3F)=O)c2c1)=O
345,SB71-0280,COc(ccc(F)c1)c1S(N1Cc2cc(C(N3CCOCC3)=O)nn2CC1)(=O)=O
346,SB71-0929,O=C(c1nn(CCN(C2)S(c(ccc(F)c3)c3F)(=O)=O)c2c1)N1CCCC1
347,SB71-0261,O=C(c1nn(CCN(Cc(cc2)ccc2Cl)C2)c2c1)N1CCOCC1
348,SB71-0163,CCOc(ccc(CN1Cc2cc(C(NCc3ccccc3)=O)nn2CC1)c1)c1OC
349,SB71-0098,CN(C)C(c1nn(CCN(C2)C(CCCc3c[nH]c4c3cccc4)=O)c2c1)=O
350,SB71-0255,O=C(c1nn(CCN(Cc2ccc(C(F)(F)F)cc2)C2)c2c1)N1CCOCC1
351,SB71-0289,COc1cccc(CN2Cc3cc(C(N4CCOCC4)=O)nn3CC2)n1
352,SB71-0029,Cc(cc(cc1)OC)c1C(N1Cc2cc(C(N(C)C)=O)nn2CC1)=O
353,SB71-0023,CN(C)C(c1nn(CCN(C2)C(c3nc4ccccc4cc3)=O)c2c1)=O
354,SB71-0681,CC(C)NC(c1nn(CCN(Cc(cc2)cc3c2OCC3)C2)c2c1)=O
355,P078-0328,O=C(c1nn(CCCC2)c2c1)NCc(ccc(F)c1)c1F
356,SB71-0664,CC(C)NC(c1nn(CCN(Cc2c[nH]nc2-c(cc2)ccc2F)C2)c2c1)=O
357,SB71-0224,Cc1noc(C)c1CN1Cc2cc(C(N3CCOCC3)=O)nn2CC1
358,SB71-0288,COc(cc1)cc(S(N2Cc3cc(C(N4CCOCC4)=O)nn3CC2)(=O)=O)c1OC
359,P078-0321,O=C(c1nn(CCCC2)c2c1)Nc(ccc(F)c1)c1F
360,P078-0344,Cc(cc1)cc(NC(c2nn(CCCC3)c3c2)=O)c1F
361,T202-0841,COc(ccc(-c1nn(CCCN(Cc(cccc2)c2F)C2)c2c1)c1)c1OC
362,SB71-0789,O=C(c1nn(CCN(Cc2c[nH]c3c2cccc3)C2)c2c1)NC1CCCC1
363,SB71-0022,CN(C)C(c1nn(CCN(C2)C(c3nccc4ccccc34)=O)c2c1)=O
364,SB71-0776,CCOc(ccc(CN1Cc2cc(C(NC3CCCC3)=O)nn2CC1)c1)c1OC
365,SB71-0388,COCCNC(c1nn(CCN(Cc2c[nH]nc2-c(cc2)ccc2OC)C2)c2c1)=O
366,SB71-0207,O=C(c1nn(CCN(Cc2ccco2)C2)c2c1)N1CCOCC1
367,SB71-0274,COc(cc1)ccc1S(N1Cc2cc(C(N3CCOCC3)=O)nn2CC1)(=O)=O
368,SB71-0619,CC(C)NC(c1nn(CCN(Cc2cc([nH]cc3)c3cc2)C2)c2c1)=O
369,SB71-0028,CN(C)C(c1nn(CCN(C2)C(Cc3c[nH]c4c3cccc4)=O)c2c1)=O
370,SB71-0983,CCc(cc1)ccc1S(N1Cc2cc(C(N3CCCC3)=O)nn2CC1)(=O)=O
371,SB71-0227,COc(ccc(C(N1Cc2cc(C(N3CCOCC3)=O)nn2CC1)=O)c1)c1F
372,SB71-0930,COc1cccc(S(N2Cc3cc(C(N4CCCC4)=O)nn3CC2)(=O)=O)c1
373,SB71-0329,Cn1c(cccc2)c2c(CN2Cc3cc(C(NCCOC)=O)nn3CC2)c1
374,SB71-0047,CN(C)C(c1nn(CCN(C2)C(CCc3nc(cc(cc4)Cl)c4[nH]3)=O)c2c1)=O
375,SB71-0673,CCn1c(cccc2)c2c(CN2Cc3cc(C(NC(C)C)=O)nn3CC2)c1
376,SB71-0602,CC(C)NC(c1nn(CCN(C2)S(c3cc(CCC4)c4cc3)(=O)=O)c2c1)=O
377,SB69-0445,O=C(c1nn(C[C@H](C2)Oc3cnccc3)c2c1)NCCCN(CCC1)c2c1cccc2
378,SB71-0263,O=C(c1nn(CCN(C2)S(c3cccc4cccnc34)(=O)=O)c2c1)N1CCOCC1
379,SB71-0913,O=C(c1nn(CCN(C2)S(c3cccc4cccnc34)(=O)=O)c2c1)N1CCCC1
380,SB71-1040,O=C(c1nn(CCN(C2)S(c(cc3)cc(F)c3F)(=O)=O)c2c1)NCc1ccccc1
381,T202-1813,COc1cc(F)c(CN2Cc3cc(-c4ccccc4)nn3CCC2)cc1
382,P078-0343,Cc(cc1)cc(F)c1NC(c1nn(CCCC2)c2c1)=O
383,SB71-0866,CC(C)CNC(c1nn(CCN(C2)S(c3cc(CCC4)c4cc3)(=O)=O)c2c1)=O
384,SB71-0264,O=C(c1nn(CCN(C2)S(C3CC3)(=O)=O)c2c1)N1CCOCC1
385,G889-1305,CCCn1nc(C)cc1CN(C)c(ccc(NC(c(cccc1)c1F)=O)c1)c1C(O)=O
386,SB71-0007,CN(C)C(c1nn(CCN(C2)C(c(cc3)cnc3OC)=O)c2c1)=O
387,SB71-0243,O=C(c1nn(CCN(C2)S(c(cccc3)c3F)(=O)=O)c2c1)N1CCOCC1
388,SB71-0654,CC(C)NC(c1nn(CCN(Cc2c[nH]nc2-c2cc(OC)ccc2)C2)c2c1)=O
389,SB71-0699,Cc(cc1)ccc1-c1n[nH]cc1CN1Cc2cc(C(NC3CCCC3)=O)nn2CC1
390,SB71-0959,Cc1ccc(CS(N2Cc3cc(C(N4CCCC4)=O)nn3CC2)(=O)=O)cc1
391,SB71-0020,CN(C)C(c1nn(CCN(C2)C(CCCc3ccccc3)=O)c2c1)=O
392,SB71-0249,O=C(c1nn(CCN(C2)S(c3ccccc3)(=O)=O)c2c1)N1CCOCC1
393,SB71-0015,CN(C)C(c1nn(CCN(C2)C(COc3ccccc3)=O)c2c1)=O
394,SB71-0182,O=C(c1nn(CCN(CCCc2ccccc2)C2)c2c1)NCc1ccccc1
395,SB71-0704,Cn1c(cccc2)c2c(CN2Cc3cc(C(NC4CCCC4)=O)nn3CC2)c1
396,P078-0345,Cc(ccc(F)c1)c1NC(c1nn(CCCC2)c2c1)=O
397,SB71-0095,CN(C)C(c1nn(CCN(C2)C(Cc(cc3)ccc3OC)=O)c2c1)=O
398,P078-0372,CCc(cccc1)c1NC(c1nn(CCCC2)c2c1)=O
399,SB71-0398,COc(cc1)ncc1C(N1Cc2cc(C(N(CC3)Cc4c3cccc4)=O)nn2CC1)=O
400,R052-2295,Nc(sc1c2CCC1)c2C#N
401,D321-0807,CC(CC1)Cc2c1c(C#N)c(NC(CCCc1nc(-c(cc3)ccc3OC)no1)=O)s2
402,0848-0050,Nc(sc1c2CCCC1)c2C#N
403,R052-0786,Nc(sc1c2CCCCC1)c2C#N
404,8003-0436,Nc(sc1c2CCCCCCCCCC1)c2C#N
405,D321-0073,N#Cc1c(NC(CCCc2nc(-c3ccccc3)no2)=O)sc2c1CCCC2
406,IB05-5403,Cc1ccnc(SCC(Nc(sc2c3CCCC2)c3C#N)=O)n1
407,D321-0411,N#Cc1c(NC(CCCc2nc(-c(cc3)ccc3Cl)no2)=O)sc2c1CCCC2
408,Y206-0447,Cc1ccnc(SCC(Nc(sc2c3CCCCC2)c3C#N)=O)n1
409,D321-0131,CC(CC1)Cc2c1c(C#N)c(NC(CCCc1nc(-c3ccccc3)no1)=O)s2
410,D321-0469,CC(CC1)Cc2c1c(C#N)c(NC(CCCc1nc(-c(cc3)ccc3Cl)no1)=O)s2
411,SA92-0282,COc1cccc(CN(CCC2)CC2(c2nc(-c3ccncc3)no2)F)n1
412,8002-2657,CC(CC1)Cc2c1c(C#N)c(N)s2
413,Y203-3906,COc(cc1)cc(CC2)c1-c1c2sc(N)c1C#N
414,D321-0300,CC(CC1)Cc2c1c(C#N)c(NC(CCCc1nc(-c(cccc3)c3Cl)no1)=O)s2
415,SA92-0603,COc1cccc(CN(CCC2)CC2(c2nc(-c3cnccc3)no2)F)n1
416,8010-3876,CC(C)(C)C(CC1)Cc2c1c(C#N)c(N)s2
417,Y205-9572,CC(CC1)Cc2c1c(C#N)c(NC(CSc1nc(C)ccn1)=O)s2
418,Y503-0029,CCC(CC1)Cc2c1c(C#N)c(N)s2
419,SA92-0077,COc1cccc(CN(CCC2)CC2(c2nc(-c3ccccc3)no2)F)n1
420,8640-0074,CCCC(C1)OCc2c1c(C#N)c(N)s2
421,Y512-7452,c1(c(sc2c1CCN(C2)Cc1ccccc1)N)C#N
422,8019-5962,Nc(sc(CC1)c2-c3c1cccc3)c2C#N
423,SA92-0193,COc(cc1)ncc1C(N(CCC1)CC1(c1nc(-c2ccncc2)no1)F)=O
424,D337-1093,CC(C1)Oc(cc2)c1cc2-c1cc(C(Nc(sc2c3CCCC2)c3C#N)=O)no1
425,FF01-4909,CC(N(CC1)Cc2c1c(C#N)c(N)s2)=O
426,Y503-0012,CCC(C)(C)C(CC1)Cc2c1c(C#N)c(N)s2
427,Y512-6622,c1(c(sc2c1CCN(C2)CCc1ccccc1)N)C#N
428,J021-0366,N#Cc1c(NC(CCc2nc(CSc3nc(cccc4)c4[nH]3)no2)=O)sc2c1CCCC2
429,8011-9345,CC(C(Nc(sc1c2CCC1)c2C#N)=O)Oc(cccc1)c1Br
430,8010-3485,CCCc(cc1)ccc1OC(C)C(Nc(sc1c2CCCCC1)c2C#N)=O
431,SA92-0168,COc1ccc(CC(N(CCC2)CC2(c2nc(-c3ccncc3)no2)F)=O)cc1
432,C226-2941,CC(C)c1cc(C(Nc(sc2c3CCCC2)c3C#N)=O)no1
433,Y505-2298,COc(cc1)ccc1-c1noc2nc(C3CC3)cc(C(Nc(sc3c4CCCC3)c4C#N)=O)c12
434,Y505-2299,COc(cc1)ccc1-c1noc2nc(C3CC3)cc(C(Nc(sc3c4CCCCC3)c4C#N)=O)c12
435,Y505-1727,COc(ccc(-c1cc(C(F)F)nc(Nc(sc2c3CCCC2)c3C#N)n1)c1)c1OC
436,K815-1018,CN(CC1)Cc2c1c(C#N)c(N)s2
437,SA92-0183,COc1ccc(CCC(N(CCC2)CC2(c2nc(-c3ccncc3)no2)F)=O)cc1
438,SA92-0264,Cc1c(CN(CCC2)CC2(c2nc(-c3ccncc3)no2)F)scn1
439,J021-0448,Cc(cc1)cc2c1[nH]c(SCc1noc(CCC(Nc(sc3c4CCCC3)c4C#N)=O)n1)n2
440,Y505-4845,c1(c(c2c(s1)CCCC2)C#N)NC(=O)CSc1nc2c([nH]1)ccc(c2)OC
441,Y203-6112,CCC(C(Nc(sc1c2CCCC1)c2C#N)=O)Oc1ccccc1
442,J021-0120,N#Cc1c(NC(CCc2nc(CSc3nc(cccc4)c4o3)no2)=O)sc2c1CCCC2
443,SA92-0235,COCCNC(N(CCC1)CC1(c1nc(-c2ccncc2)no1)F)=O
444,SA92-0535,COc(cc1)nc(OC)c1C(N(CCC1)CC1(c1nc(-c2cnccc2)no1)F)=O
445,Y205-6163,CC(C(Nc(sc1c2CCCCC1)c2C#N)=O)Oc(ccc(F)c1)c1F
446,SA92-0174,Cc1c(CN(CCC2)CC2(c2nc(-c3ccncc3)no2)F)scc1
447,J021-0387,CC(CC1)Cc2c1c(C#N)c(NC(CCc1nc(CSc3nc(cccc4)c4[nH]3)no1)=O)s2
448,SA92-0229,COc1cccc(NC(N(CCC2)CC2(c2nc(-c3ccncc3)no2)F)=O)c1
449,J021-3331,N#Cc1c(NC(CCc2nc(CSc3nc(cc(cc4)Cl)c4[nH]3)no2)=O)sc2c1CCCC2
450,C226-0889,COc1cccc(-c2cc(C(Nc(sc3c4CCCC3)c4C#N)=O)no2)c1
451,C226-0779,COc(cc1)ccc1-c1cc(C(Nc(sc2c3CCC2)c3C#N)=O)no1
452,C226-0775,COc(cc1)ccc1-c1cc(C(Nc(sc2c3CCCC2)c3C#N)=O)no1
453,SA92-0213,CC(C)C(N(CCC1)CC1(c1nc(-c2ccncc2)no1)F)=O
454,SA92-0205,COc1cc(C(N(CCC2)CC2(c2nc(-c3ccncc3)no2)F)=O)cc(OC)c1
455,SA92-0555,Cc1ccc(CN(CCC2)CC2(c2nc(-c3cnccc3)no2)F)s1
456,Y202-9979,CCc(cc1)ccc1OC(C)C(Nc(sc(C1)c2CCC1C(C)(C)C)c2C#N)=O
457,Y512-6850,c1(c(sc2c1CCN(C2)C(C)C)N)C#N
458,SA92-0267,CCNC(N(CCC1)CC1(c1nc(-c2ccncc2)no1)F)=O
459,SA92-0628,CCOc1ccc(CC(N(CCC2)CC2(c2nc(-c3cnccc3)no2)F)=O)cc1
460,SA92-0542,COc1cccc(CC(N(CCC2)CC2(c2nc(-c3cnccc3)no2)F)=O)c1
461,SA92-0276,Cc1c(C(N(CCC2)CC2(c2nc(-c3ccncc3)no2)F)=O)sc(C)n1
462,D337-2045,CCOc(cc1)ccc1-c1cc(C(Nc(sc2c3CCCC2)c3C#N)=O)no1
463,SA92-0562,Cc1c(CN(CCC2)CC2(c2nc(-c3cnccc3)no2)F)scn1
464,4073-0156,COc1cccc(-c2ncnn2-c(sc2c3CCCCC2)c3C#N)c1
465,SA92-0017,COc1cccc(CC(N(CCC2)CC2(c2nc(-c3ccccc3)no2)F)=O)c1
466,SA92-0185,O=C(COc(cc1)ccc1F)N(CCC1)CC1(c1nc(-c2ccncc2)no1)F
467,Y505-0618,N#Cc1c(Nc2nc(C(F)(F)F)cc(C3CC3)n2)sc2c1CCCC2
468,SA92-0037,Cc1c(CN(CCC2)CC2(c2nc(-c3ccccc3)no2)F)scn1
469,SA92-0182,O=C(Cc(cc1)ccc1F)N(CCC1)CC1(c1nc(-c2ccncc2)no1)F
470,SA92-0216,Cc1cccc(OCC(N(CCC2)CC2(c2nc(-c3ccncc3)no2)F)=O)c1
471,8012-3703,CC(C(Nc(sc1c2CCC1)c2C#N)=O)Oc(ccc(Cl)c1)c1Cl
472,SA92-0625,COc1cccc(CCC(N(CCC2)CC2(c2nc(-c3cnccc3)no2)F)=O)c1
473,SA92-0207,Cc1cccnc1C(N(CCC1)CC1(c1nc(-c2ccncc2)no1)F)=O
474,Y203-0140,CCC(CC1)Cc2c1c(C#N)c(NC(C(C)Oc1ccc(CC)cc1)=O)s2
475,IB07-6369,O=C(c1c(-n2nnnc2)sc2c1CCC2)NCCc1nc(-c2ncccc2)no1
476,SA92-0181,COc1cccc(C(N(CCC2)CC2(c2nc(-c3ccncc3)no2)F)=O)c1
477,C226-2831,CCc1cc(C(Nc(sc2c3CCC2)c3C#N)=O)no1
478,SA92-0103,FC1(CN(Cc2ncccc2)CCC1)c1nc(-c2ccccc2)no1
479,SA92-0285,O=C(c1cscn1)N(CCC1)CC1(c1nc(-c2ccncc2)no1)F
480,SA92-0273,O=C(C1CCOCC1)N(CCC1)CC1(c1nc(-c2ccncc2)no1)F
481,SA92-0099,COc1cccc(CCC(N(CCC2)CC2(c2nc(-c3ccccc3)no2)F)=O)c1
482,SA92-0278,Cc1c(C(N(CCC2)CC2(c2nc(-c3ccncc3)no2)F)=O)ocn1
483,SA92-0302,Cc1noc(C)c1CC(N(CCC1)CC1(c1nc(-c2ccncc2)no1)F)=O
484,SA92-0030,Cc1ccc(CN(CCC2)CC2(c2nc(-c3ccccc3)no2)F)s1
485,Y205-6122,CC(C(Nc(sc1c2CCC1)c2C#N)=O)Oc(cc1)c(C)cc1Cl
486,8018-8815,Cc1ccc(c(N)c(C(Nc(sc2c3CCCC2)c3C#N)=O)s2)c2n1
